id_caso,categoria_caso,complejidad_caso,id_juez,carga_trabajo_juez_pct,especialidad_coincide,tiempo_resolucion_dias
EXP-44189,Familiar,5,J-002,20.41,1,87
EXP-12539,Laboral,5,J-001,51.91,1,72
EXP-47546,Laboral,4,J-003,54.02,0,139
EXP-18488,Penal,1,J-002,43.93,0,78
EXP-99152,Familiar,1,J-004,54.08,1,35
EXP-45723,Familiar,1,J-001,84.2,0,99
EXP-90620,Penal,3,J-004,80.34,0,136
EXP-18597,Familiar,4,J-001,85.49,0,174
EXP-43447,Familiar,1,J-004,42.82,1,20
EXP-31419,Familiar,2,J-001,32.31,0,92
EXP-46268,Laboral,5,J-004,23.88,0,127
EXP-87055,Laboral,1,J-003,23.56,0,71
EXP-82767,Laboral,1,J-003,35.15,0,92
EXP-47699,Laboral,3,J-004,43.32,0,125
EXP-28865,Penal,4,J-004,93.51,0,160
EXP-15269,Familiar,4,J-005,45.7,0,120
EXP-29693,Laboral,3,J-005,19.15,0,107
EXP-18280,Penal,4,J-001,15.99,0,105
EXP-30351,Laboral,1,J-001,74.74,1,21
EXP-23285,Laboral,2,J-003,58.11,0,109
EXP-53379,Familiar,3,J-003,38.14,0,90
EXP-78026,Familiar,3,J-004,24.3,1,47
EXP-79675,Familiar,3,J-002,71.4,1,38
EXP-95149,Laboral,5,J-002,72.9,0,120
EXP-33983,Laboral,1,J-004,13.37,0,68
EXP-50655,Laboral,2,J-001,49.17,1,31
EXP-39020,Laboral,3,J-003,71.08,0,112
EXP-29514,Familiar,5,J-002,68.03,1,79
EXP-43518,Familiar,2,J-004,73.3,1,18
EXP-39611,Familiar,5,J-001,57.78,0,159
EXP-10949,Familiar,5,J-003,40.13,0,145
EXP-31521,Penal,2,J-003,51.7,1,41
EXP-93010,Laboral,2,J-002,42.57,0,93
EXP-91155,Laboral,2,J-005,46.25,0,106
EXP-53768,Laboral,3,J-004,33.71,0,129
EXP-64945,Penal,1,J-001,38.81,0,97
EXP-43228,Laboral,4,J-003,30.9,0,121
EXP-60215,Penal,4,J-003,51.76,1,67
EXP-84378,Penal,4,J-002,76.14,0,166
EXP-68904,Penal,3,J-004,90.41,0,140
EXP-67926,Familiar,5,J-002,65.84,1,94
EXP-40067,Penal,1,J-001,18.04,0,60
EXP-18810,Laboral,4,J-004,94.3,0,149
EXP-29884,Laboral,4,J-001,43.06,1,68
EXP-75082,Penal,5,J-002,82.86,0,182
EXP-88720,Penal,4,J-002,51.43,0,120
EXP-93954,Laboral,1,J-002,66.2,0,88
EXP-24519,Laboral,2,J-003,72.5,0,101
EXP-63119,Laboral,4,J-003,38.97,0,130
EXP-89377,Laboral,3,J-005,45.93,0,117
EXP-27413,Familiar,1,J-004,20.44,1,30
EXP-20077,Penal,3,J-003,89.58,1,91
EXP-35609,Familiar,1,J-002,59.56,1,13
EXP-37571,Laboral,1,J-001,88.18,1,52
EXP-73496,Familiar,2,J-005,69.84,0,85
EXP-61654,Penal,5,J-004,44.05,0,142
EXP-78785,Penal,5,J-003,13.36,1,71
EXP-56781,Penal,1,J-002,80.33,0,120
EXP-85209,Familiar,4,J-004,18.14,1,59
EXP-89649,Familiar,1,J-003,21.42,0,93
EXP-18872,Familiar,1,J-001,74.53,0,81
EXP-74187,Laboral,4,J-005,52.63,0,107
EXP-73358,Familiar,5,J-001,32.57,0,138
EXP-42530,Familiar,1,J-003,20.22,0,86
EXP-75566,Familiar,3,J-005,60.86,0,116
EXP-94534,Penal,3,J-004,26.07,0,123
EXP-30393,Laboral,2,J-003,19.54,0,105
EXP-80855,Familiar,4,J-004,79.48,1,86
EXP-24152,Penal,4,J-002,15.28,0,138
EXP-15421,Laboral,3,J-001,57.06,1,46
EXP-72500,Familiar,2,J-003,12.18,0,94
EXP-61914,Familiar,5,J-003,92.64,0,161
EXP-53240,Penal,3,J-005,87.26,1,95
EXP-35313,Penal,4,J-004,79.51,0,164
EXP-40212,Laboral,4,J-002,63.51,0,134
EXP-55017,Familiar,3,J-002,61.24,1,44
EXP-37096,Familiar,2,J-004,79.71,1,62
EXP-79369,Laboral,1,J-005,82.2,0,112
EXP-49366,Penal,4,J-002,65.67,0,131
EXP-24339,Laboral,2,J-001,38.14,1,30
EXP-41650,Laboral,3,J-001,35.81,1,47
EXP-34426,Penal,5,J-005,51.76,1,84
EXP-34064,Penal,1,J-003,84.54,1,39
EXP-84900,Familiar,2,J-001,21.75,0,103
EXP-83197,Familiar,4,J-003,83.55,0,171
EXP-48866,Laboral,4,J-002,37.7,0,109
EXP-77448,Penal,5,J-001,53.27,0,153
EXP-54067,Laboral,4,J-002,46.6,0,129
EXP-46337,Familiar,2,J-001,40.22,0,97
EXP-56365,Familiar,1,J-002,52.41,1,9
EXP-44033,Penal,5,J-005,71.79,1,88
EXP-39459,Penal,4,J-005,31.56,1,50
EXP-20011,Laboral,4,J-003,21.87,0,122
EXP-84164,Laboral,4,J-001,31.24,1,68
EXP-15711,Familiar,2,J-002,94.0,1,64
EXP-46671,Laboral,2,J-001,67.04,1,39
EXP-25945,Familiar,1,J-005,19.17,0,83
EXP-57024,Penal,4,J-003,36.22,1,77
EXP-91770,Penal,5,J-004,36.56,0,134
EXP-62946,Penal,2,J-005,55.63,1,38
EXP-17674,Familiar,1,J-003,92.69,0,125
EXP-46055,Laboral,2,J-003,12.41,0,98
EXP-46791,Familiar,5,J-003,16.36,0,134
EXP-53075,Familiar,1,J-004,44.77,1,11
EXP-99222,Laboral,5,J-001,47.7,1,67
EXP-36456,Familiar,4,J-004,25.15,1,54
EXP-31928,Penal,1,J-003,91.37,1,50
EXP-80941,Penal,5,J-003,22.42,1,90
EXP-92977,Laboral,2,J-002,19.99,0,110
EXP-29267,Familiar,1,J-004,13.69,1,14
EXP-12345,Familiar,1,J-004,60.37,1,16
EXP-47954,Penal,1,J-003,14.74,1,29
EXP-98375,Familiar,3,J-004,74.69,1,43
EXP-81603,Penal,2,J-002,84.79,0,141
EXP-46223,Familiar,5,J-005,71.3,0,140
EXP-46210,Penal,3,J-002,35.69,0,99
EXP-77855,Laboral,2,J-004,28.06,0,86
EXP-69099,Familiar,2,J-001,78.2,0,134
EXP-63448,Penal,4,J-005,85.86,1,98
EXP-13675,Laboral,5,J-003,92.3,0,183
EXP-64559,Laboral,5,J-002,21.91,0,145
EXP-68776,Familiar,5,J-003,93.22,0,178
EXP-14956,Penal,1,J-005,47.59,1,32
EXP-69862,Laboral,1,J-003,83.1,0,102
EXP-21641,Familiar,2,J-004,58.67,1,21
EXP-44325,Laboral,3,J-004,68.95,0,128
EXP-98518,Penal,5,J-004,50.1,0,145
EXP-67862,Laboral,2,J-003,23.95,0,95
EXP-58633,Familiar,4,J-005,57.61,0,122
EXP-84761,Laboral,3,J-003,30.18,0,111
EXP-95070,Laboral,3,J-002,36.27,0,98
EXP-15474,Penal,5,J-001,57.15,0,127
EXP-91123,Penal,1,J-005,73.62,1,16
EXP-46391,Penal,2,J-003,72.23,1,21
EXP-28192,Laboral,1,J-005,29.49,0,75
EXP-20914,Familiar,4,J-003,44.37,0,119
EXP-67612,Laboral,3,J-002,35.25,0,102
EXP-50185,Familiar,5,J-004,67.83,1,66
EXP-97772,Laboral,3,J-005,93.1,0,152
EXP-42545,Laboral,2,J-001,27.17,1,38
EXP-95573,Penal,1,J-003,11.34,1,18
EXP-25670,Penal,5,J-001,18.23,0,123
EXP-52074,Penal,1,J-005,23.7,1,5
EXP-13825,Familiar,3,J-004,93.72,1,84
EXP-36237,Familiar,5,J-003,12.27,0,150
EXP-43336,Penal,3,J-005,47.36,1,48
EXP-64686,Familiar,3,J-003,88.6,0,142
EXP-68065,Penal,1,J-005,73.47,1,13
EXP-43678,Familiar,1,J-004,18.38,1,27
EXP-19183,Familiar,1,J-001,85.51,0,136
EXP-33018,Penal,5,J-005,35.07,1,87
EXP-52730,Familiar,5,J-003,14.61,0,116
EXP-56823,Penal,2,J-005,77.66,1,48
EXP-74165,Laboral,4,J-004,33.09,0,123
EXP-64258,Laboral,5,J-001,39.71,1,81
EXP-38206,Laboral,4,J-003,18.15,0,143
EXP-88355,Laboral,2,J-002,31.54,0,81
EXP-58107,Penal,5,J-005,40.22,1,82
EXP-69413,Penal,5,J-004,63.75,0,124
EXP-67129,Penal,2,J-005,56.9,1,43
EXP-22702,Penal,3,J-004,72.18,0,112
EXP-46311,Laboral,2,J-001,41.34,1,40
EXP-39705,Familiar,5,J-005,64.29,0,137
EXP-32125,Penal,5,J-001,74.11,0,130
EXP-13525,Familiar,5,J-004,40.06,1,73
EXP-83014,Laboral,1,J-003,17.02,0,70
EXP-99260,Penal,2,J-005,82.45,1,69
EXP-58245,Penal,1,J-001,66.09,0,74
EXP-37730,Laboral,1,J-003,19.46,0,86
EXP-47555,Penal,2,J-005,14.2,1,28
EXP-51950,Familiar,3,J-003,36.27,0,114
EXP-50021,Familiar,4,J-001,46.49,0,113
EXP-88726,Penal,2,J-002,65.57,0,90
EXP-33926,Penal,4,J-002,21.2,0,112
EXP-14386,Laboral,1,J-005,24.02,0,83
EXP-54170,Laboral,3,J-001,68.38,1,55
EXP-31015,Familiar,2,J-001,45.74,0,101
EXP-26491,Penal,3,J-004,79.58,0,146
EXP-60269,Familiar,1,J-001,68.91,0,75
EXP-37844,Laboral,2,J-003,75.78,0,125
EXP-40489,Penal,4,J-005,77.04,1,98
EXP-75080,Penal,2,J-001,14.88,0,120
EXP-32402,Familiar,5,J-003,29.23,0,129
EXP-28100,Laboral,3,J-002,49.88,0,97
EXP-11739,Familiar,5,J-001,33.65,0,143
EXP-56215,Familiar,2,J-003,88.2,0,112
EXP-55552,Familiar,5,J-001,38.04,0,144
EXP-26324,Familiar,5,J-001,27.08,0,130
EXP-27966,Familiar,2,J-003,62.61,0,93
EXP-70115,Laboral,1,J-001,86.75,1,61
EXP-95189,Laboral,2,J-001,57.53,1,38
EXP-24215,Familiar,1,J-004,30.27,1,24
EXP-43901,Laboral,5,J-002,30.93,0,126
EXP-70711,Laboral,3,J-005,36.44,0,111
EXP-90501,Penal,5,J-001,48.97,0,120
EXP-20945,Laboral,5,J-003,67.65,0,126
EXP-38292,Familiar,4,J-003,91.71,0,136
EXP-77093,Familiar,2,J-003,20.58,0,92
EXP-92859,Laboral,5,J-003,19.02,0,120
EXP-18010,Penal,3,J-003,39.38,1,57
EXP-75687,Familiar,1,J-004,61.95,1,20
EXP-55244,Familiar,5,J-004,34.86,1,66
EXP-58693,Familiar,3,J-004,26.77,1,43
EXP-93117,Familiar,2,J-004,35.71,1,33
EXP-22036,Laboral,2,J-003,52.91,0,88
EXP-34013,Laboral,4,J-003,50.92,0,114
EXP-14964,Laboral,3,J-004,45.53,0,111
EXP-18858,Laboral,1,J-001,75.41,1,64
EXP-74814,Familiar,4,J-004,14.83,1,45
EXP-48566,Penal,1,J-005,38.69,1,5
EXP-41046,Familiar,5,J-005,73.77,0,150
EXP-83169,Laboral,3,J-003,16.36,0,90
EXP-26013,Penal,5,J-002,51.71,0,154
EXP-99839,Familiar,4,J-001,38.45,0,132
EXP-59704,Penal,5,J-001,92.69,0,187
EXP-59251,Penal,3,J-002,52.66,0,98
EXP-98176,Familiar,4,J-001,35.41,0,117
EXP-84978,Familiar,3,J-003,67.22,0,113
EXP-45054,Laboral,3,J-003,69.47,0,119
EXP-91325,Penal,2,J-003,89.78,1,86
EXP-96411,Familiar,5,J-001,42.23,0,129
EXP-42833,Penal,2,J-005,48.13,1,43
EXP-98112,Laboral,5,J-002,33.54,0,165
EXP-17171,Penal,2,J-004,93.81,0,130
EXP-47051,Familiar,1,J-005,42.73,0,82
EXP-96188,Penal,1,J-003,28.58,1,17
EXP-38185,Penal,5,J-001,71.04,0,139
EXP-22405,Familiar,1,J-005,76.87,0,110
EXP-91959,Penal,2,J-001,31.11,0,89
EXP-36057,Familiar,1,J-001,56.78,0,91
EXP-32864,Familiar,3,J-005,30.21,0,133
EXP-60369,Penal,4,J-001,69.58,0,112
EXP-20367,Penal,1,J-002,61.65,0,61
EXP-22037,Penal,1,J-001,70.6,0,75
EXP-88669,Laboral,3,J-002,81.01,0,144
EXP-39619,Familiar,5,J-005,68.88,0,142
EXP-79914,Penal,1,J-001,86.6,0,120
EXP-40037,Laboral,1,J-001,52.5,1,15
EXP-26088,Familiar,2,J-004,13.31,1,36
EXP-81038,Familiar,3,J-001,48.56,0,114
EXP-52675,Penal,3,J-001,58.98,0,96
EXP-89495,Familiar,5,J-005,19.29,0,155
EXP-99226,Laboral,4,J-002,48.8,0,117
EXP-79572,Laboral,1,J-001,20.33,1,24
EXP-10967,Laboral,4,J-005,59.27,0,101
EXP-87860,Laboral,2,J-004,54.53,0,83
EXP-31821,Familiar,4,J-001,52.55,0,130
EXP-58892,Penal,4,J-005,76.6,1,82
EXP-49395,Laboral,3,J-005,60.57,0,104
EXP-25841,Laboral,3,J-003,59.24,0,91
EXP-56588,Laboral,3,J-005,87.26,0,158
EXP-22843,Laboral,5,J-003,57.08,0,137
EXP-76684,Laboral,3,J-001,76.0,1,68
EXP-11732,Familiar,1,J-004,59.91,1,31
EXP-95848,Familiar,5,J-004,65.39,1,73
EXP-63007,Laboral,2,J-005,64.03,0,108
EXP-63575,Laboral,2,J-002,23.46,0,118
EXP-92519,Laboral,5,J-001,13.06,1,80
EXP-32592,Penal,3,J-004,93.8,0,138
EXP-21408,Penal,2,J-001,67.98,0,93
EXP-33479,Laboral,2,J-002,25.22,0,76
EXP-78307,Penal,3,J-001,68.6,0,120
EXP-58309,Familiar,3,J-002,29.64,1,47
EXP-94646,Penal,2,J-003,88.93,1,59
EXP-80203,Laboral,1,J-001,42.19,1,22
EXP-41720,Familiar,4,J-001,36.4,0,132
EXP-39101,Laboral,1,J-002,19.35,0,66
EXP-74665,Penal,3,J-003,74.17,1,43
EXP-63199,Laboral,4,J-001,44.01,1,69
EXP-70259,Penal,3,J-001,64.23,0,118
EXP-88384,Laboral,4,J-002,63.09,0,128
EXP-91356,Laboral,1,J-005,22.88,0,83
EXP-92967,Familiar,4,J-001,42.08,0,126
EXP-97131,Penal,3,J-002,87.25,0,131
EXP-25422,Penal,1,J-002,72.08,0,71
EXP-67814,Familiar,5,J-001,87.16,0,163
EXP-63655,Laboral,5,J-005,32.57,0,145
EXP-72479,Familiar,4,J-002,44.57,1,58
EXP-57695,Penal,1,J-002,67.14,0,88
EXP-10573,Penal,3,J-005,71.53,1,49
EXP-30805,Familiar,2,J-005,33.0,0,86
EXP-31996,Penal,4,J-005,26.4,1,70
EXP-78571,Familiar,4,J-001,13.96,0,132
EXP-79601,Penal,5,J-001,94.97,0,185
EXP-14572,Familiar,5,J-003,88.98,0,146
EXP-63442,Penal,4,J-004,44.15,0,113
EXP-74833,Familiar,5,J-003,80.97,0,153
EXP-51935,Laboral,5,J-001,59.0,1,75
EXP-53226,Familiar,1,J-004,67.87,1,9
EXP-91651,Laboral,4,J-003,35.34,0,134
EXP-41003,Penal,1,J-004,41.38,0,80
EXP-15455,Penal,3,J-004,90.54,0,139
EXP-92037,Laboral,1,J-005,51.96,0,59
EXP-77372,Familiar,2,J-002,50.29,1,33
EXP-20837,Penal,1,J-004,63.41,0,63
EXP-69763,Penal,5,J-001,32.98,0,132
EXP-46446,Penal,5,J-003,65.22,1,72
EXP-24369,Familiar,3,J-003,61.14,0,100
EXP-24452,Laboral,2,J-002,72.15,0,94
EXP-58235,Laboral,3,J-001,41.28,1,33
EXP-17116,Laboral,1,J-005,60.61,0,94
EXP-48100,Penal,3,J-003,26.33,1,46
EXP-70106,Laboral,1,J-003,46.91,0,90
EXP-99798,Familiar,5,J-003,72.82,0,156
EXP-12203,Familiar,4,J-003,62.45,0,141
EXP-59109,Laboral,3,J-005,44.63,0,113
EXP-79874,Familiar,4,J-002,82.46,1,98
EXP-20743,Laboral,2,J-001,66.37,1,43
EXP-48190,Familiar,4,J-005,47.43,0,121
EXP-41032,Familiar,5,J-005,43.19,0,141
EXP-94935,Penal,1,J-002,77.97,0,109
EXP-17639,Familiar,3,J-002,55.08,1,36
EXP-20857,Familiar,3,J-002,65.46,1,36
EXP-60199,Familiar,5,J-003,86.78,0,167
EXP-20028,Laboral,4,J-001,72.64,1,63
EXP-11251,Penal,2,J-003,84.8,1,58
EXP-74643,Familiar,4,J-002,55.54,1,58
EXP-61103,Laboral,4,J-003,73.15,0,120
EXP-58278,Penal,1,J-003,46.29,1,21
EXP-11811,Penal,2,J-001,30.25,0,89
EXP-26797,Familiar,1,J-005,84.73,0,96
EXP-20810,Penal,3,J-002,19.47,0,101
EXP-61190,Laboral,1,J-001,28.33,1,24
EXP-82191,Penal,4,J-003,56.89,1,64
EXP-97391,Familiar,2,J-005,19.96,0,105
EXP-99648,Laboral,2,J-004,48.86,0,91
EXP-97329,Penal,1,J-002,80.6,0,135
EXP-20186,Laboral,2,J-002,93.42,0,107
EXP-36949,Familiar,2,J-005,58.74,0,104
EXP-31370,Familiar,1,J-002,82.4,1,46
EXP-21577,Familiar,2,J-004,15.37,1,30
EXP-32296,Familiar,4,J-003,62.59,0,116
EXP-75716,Familiar,5,J-001,28.62,0,126
EXP-21803,Penal,4,J-001,61.24,0,106
EXP-71186,Familiar,5,J-004,92.67,1,108
EXP-76348,Laboral,1,J-004,84.67,0,121
EXP-99773,Penal,1,J-001,14.8,0,80
EXP-50035,Familiar,4,J-003,30.51,0,111
EXP-56690,Laboral,5,J-004,18.01,0,129
EXP-56652,Penal,2,J-001,35.33,0,107
EXP-29197,Familiar,4,J-001,71.83,0,120
EXP-99123,Familiar,3,J-004,84.34,1,80
EXP-46481,Familiar,3,J-004,72.6,1,58
EXP-48801,Laboral,2,J-003,78.72,0,117
EXP-22590,Laboral,2,J-001,17.99,1,19
EXP-52641,Familiar,4,J-003,91.27,0,142
EXP-27668,Penal,3,J-005,18.02,1,39
EXP-59759,Laboral,3,J-005,62.33,0,108
EXP-68432,Familiar,3,J-001,24.33,0,116
EXP-85583,Penal,5,J-003,38.32,1,72
EXP-59348,Penal,3,J-004,69.37,0,113
EXP-99510,Penal,5,J-001,80.66,0,199
EXP-58150,Familiar,5,J-003,22.32,0,129
EXP-69321,Familiar,5,J-001,39.58,0,134
EXP-69506,Penal,4,J-004,40.31,0,117
EXP-71311,Laboral,3,J-002,15.61,0,114
EXP-53252,Familiar,1,J-003,40.0,0,93
EXP-52792,Familiar,4,J-002,13.96,1,59
EXP-15723,Laboral,2,J-005,56.91,0,104
EXP-70540,Penal,3,J-001,17.9,0,119
EXP-16876,Penal,5,J-001,60.41,0,128
EXP-96801,Familiar,2,J-005,15.97,0,95
EXP-55286,Familiar,4,J-002,63.0,1,69
EXP-34284,Familiar,1,J-005,91.95,0,94
EXP-18808,Familiar,4,J-001,15.3,0,111
EXP-44155,Penal,5,J-005,80.52,1,95
EXP-10705,Laboral,5,J-001,25.39,1,86
EXP-42337,Familiar,4,J-001,40.73,0,123
EXP-49669,Familiar,3,J-003,54.09,0,109
EXP-15520,Laboral,3,J-005,51.01,0,125
EXP-82826,Penal,1,J-002,34.29,0,69
EXP-65092,Penal,5,J-001,61.88,0,149
EXP-50993,Familiar,4,J-002,56.92,1,57
EXP-11186,Laboral,3,J-003,26.73,0,86
EXP-58515,Penal,5,J-005,82.03,1,106
EXP-99181,Penal,3,J-004,48.42,0,98
EXP-40752,Laboral,2,J-001,10.13,1,29
EXP-45352,Penal,5,J-004,23.32,0,128
EXP-13260,Penal,1,J-002,14.67,0,80
EXP-66101,Laboral,3,J-005,59.0,0,112
EXP-92686,Laboral,2,J-001,13.17,1,21
EXP-15664,Laboral,1,J-002,94.87,0,128
EXP-47324,Laboral,5,J-001,83.91,1,98
EXP-67729,Familiar,2,J-003,38.74,0,85
EXP-57768,Familiar,3,J-003,83.67,0,122
EXP-98701,Familiar,1,J-002,35.1,1,16
EXP-83706,Laboral,2,J-001,57.5,1,32
EXP-78016,Laboral,2,J-005,24.37,0,94
EXP-81215,Penal,5,J-003,34.52,1,82
EXP-85328,Familiar,4,J-005,14.87,0,120
EXP-94586,Familiar,4,J-005,37.65,0,111
EXP-28967,Penal,3,J-005,79.95,1,73
EXP-86228,Laboral,5,J-003,58.19,0,126
EXP-41057,Familiar,5,J-004,33.59,1,65
EXP-50880,Familiar,5,J-002,15.95,1,86
EXP-60915,Laboral,2,J-002,29.7,0,83
EXP-93495,Laboral,5,J-004,65.96,0,127
EXP-71346,Laboral,4,J-005,62.62,0,133
EXP-48611,Penal,3,J-001,60.82,0,115
EXP-27066,Familiar,2,J-004,13.77,1,48
EXP-90051,Laboral,3,J-005,61.48,0,126
EXP-28244,Penal,2,J-002,56.99,0,95
EXP-57074,Penal,5,J-005,26.77,1,60
EXP-76135,Familiar,2,J-005,15.47,0,89
EXP-48277,Familiar,3,J-003,86.91,0,146
EXP-64300,Laboral,4,J-002,66.44,0,115
EXP-90387,Penal,3,J-004,87.65,0,118
EXP-54614,Laboral,3,J-004,40.21,0,101
EXP-39098,Penal,4,J-003,34.3,1,59
EXP-51073,Laboral,2,J-001,22.19,1,18
EXP-73265,Penal,2,J-003,68.87,1,39
EXP-77482,Familiar,3,J-005,73.96,0,125
EXP-96046,Familiar,4,J-003,62.43,0,131
EXP-44394,Laboral,2,J-003,17.37,0,93
EXP-83239,Familiar,5,J-002,22.21,1,73
EXP-85732,Familiar,1,J-004,53.47,1,14
EXP-24808,Laboral,1,J-002,31.51,0,90
EXP-12104,Penal,1,J-002,90.98,0,118
EXP-31596,Penal,2,J-004,43.12,0,110
EXP-31707,Penal,4,J-001,63.95,0,131
EXP-39630,Laboral,4,J-003,91.86,0,165
EXP-30276,Familiar,5,J-004,31.47,1,84
EXP-41585,Penal,3,J-004,30.62,0,91
EXP-53282,Familiar,3,J-001,79.96,0,133
EXP-68068,Laboral,2,J-005,23.97,0,81
EXP-60892,Laboral,4,J-002,78.01,0,143
EXP-51105,Laboral,5,J-004,34.07,0,137
EXP-17120,Penal,4,J-002,46.06,0,133
EXP-71910,Familiar,1,J-002,19.52,1,19
EXP-70947,Familiar,3,J-005,11.93,0,115
EXP-56990,Laboral,4,J-003,81.13,0,145
EXP-17164,Laboral,1,J-005,45.08,0,94
EXP-14709,Penal,4,J-001,89.56,0,180
EXP-25026,Familiar,4,J-004,54.22,1,60
EXP-21061,Penal,4,J-001,71.89,0,130
EXP-65747,Penal,5,J-004,15.14,0,151
EXP-32161,Penal,4,J-005,41.34,1,71
EXP-88904,Penal,5,J-004,18.02,0,138
EXP-61183,Laboral,5,J-002,87.65,0,172
EXP-17859,Familiar,2,J-004,72.37,1,32
EXP-58438,Penal,1,J-005,66.76,1,17
EXP-93575,Laboral,4,J-002,36.24,0,125
EXP-79323,Laboral,2,J-005,51.09,0,74
EXP-18664,Penal,5,J-001,52.89,0,155
EXP-12350,Penal,4,J-004,64.77,0,105
EXP-47149,Laboral,5,J-002,21.42,0,131
EXP-73717,Laboral,4,J-003,27.75,0,135
EXP-11240,Penal,4,J-001,17.61,0,124
EXP-99800,Penal,1,J-001,35.58,0,73
EXP-42996,Penal,5,J-001,44.18,0,133
EXP-38767,Laboral,3,J-005,91.3,0,149
EXP-91414,Laboral,3,J-002,55.96,0,103
EXP-19936,Penal,2,J-004,18.56,0,84
EXP-44653,Familiar,1,J-004,67.12,1,16
EXP-68687,Familiar,2,J-003,64.79,0,83
EXP-69035,Familiar,2,J-005,74.58,0,81
EXP-83886,Laboral,5,J-003,48.19,0,136
EXP-28877,Penal,4,J-003,88.53,1,100
EXP-83942,Familiar,2,J-002,41.04,1,44
EXP-93782,Penal,5,J-004,15.05,0,132
EXP-50236,Penal,3,J-002,34.44,0,124
EXP-86690,Laboral,3,J-004,10.94,0,107
EXP-62066,Penal,4,J-003,33.35,1,67
EXP-61124,Laboral,3,J-003,78.27,0,134
EXP-37841,Familiar,1,J-001,37.61,0,88
EXP-76766,Penal,1,J-004,59.14,0,85
EXP-95071,Familiar,4,J-001,61.24,0,127
EXP-94451,Familiar,3,J-004,47.45,1,57
EXP-71199,Laboral,2,J-005,61.13,0,86
EXP-31931,Penal,4,J-003,44.89,1,59
EXP-36973,Penal,3,J-003,14.31,1,49
EXP-94610,Penal,1,J-003,20.46,1,6
EXP-29097,Penal,1,J-004,24.79,0,81
EXP-18471,Laboral,3,J-005,32.0,0,107
EXP-88637,Familiar,1,J-005,16.39,0,60
EXP-47336,Familiar,2,J-003,16.43,0,105
EXP-40441,Laboral,5,J-002,57.06,0,154
EXP-38354,Familiar,5,J-001,68.09,0,127
EXP-25924,Penal,5,J-003,80.13,1,120
EXP-95239,Penal,5,J-003,46.33,1,75
EXP-51922,Penal,3,J-001,23.18,0,89
EXP-48935,Laboral,3,J-003,84.42,0,143
EXP-85185,Penal,2,J-005,64.39,1,27
EXP-84725,Laboral,5,J-003,92.9,0,169
EXP-32382,Laboral,2,J-002,46.93,0,113
EXP-12404,Familiar,3,J-005,22.26,0,121
EXP-54571,Familiar,1,J-005,49.26,0,63
EXP-49340,Laboral,4,J-005,64.51,0,136
EXP-67869,Laboral,3,J-002,46.41,0,128
EXP-27457,Familiar,1,J-004,62.3,1,5
EXP-36420,Familiar,2,J-005,60.85,0,93
EXP-25813,Laboral,5,J-002,52.63,0,118
EXP-99647,Familiar,5,J-003,39.07,0,143
EXP-23883,Penal,4,J-004,17.49,0,118
EXP-83633,Familiar,4,J-005,12.77,0,113
EXP-61797,Penal,5,J-005,52.58,1,90
EXP-35126,Familiar,4,J-004,89.03,1,105
EXP-97018,Laboral,1,J-004,68.45,0,72
EXP-34293,Penal,1,J-003,43.71,1,9
EXP-53332,Penal,5,J-005,38.68,1,83
EXP-44401,Familiar,2,J-001,49.78,0,96
EXP-89223,Laboral,3,J-001,45.39,1,57
EXP-53338,Laboral,4,J-001,61.52,1,64
EXP-67486,Penal,1,J-005,28.21,1,24
EXP-72064,Familiar,5,J-004,88.86,1,107
EXP-44050,Laboral,2,J-004,89.0,0,142
EXP-16647,Familiar,1,J-004,28.92,1,10
EXP-59281,Laboral,5,J-001,75.76,1,108
EXP-54852,Familiar,5,J-005,21.68,0,140
EXP-69724,Laboral,3,J-003,37.4,0,116
EXP-85452,Familiar,3,J-005,74.7,0,117
EXP-92297,Laboral,1,J-003,50.18,0,98
EXP-27051,Laboral,4,J-001,14.82,1,52
EXP-56598,Laboral,2,J-005,16.81,0,95
EXP-45729,Penal,1,J-004,21.55,0,97
EXP-81096,Familiar,5,J-004,23.02,1,80
EXP-61214,Laboral,1,J-002,13.27,0,76
EXP-18495,Familiar,4,J-002,69.06,1,53
EXP-52503,Familiar,5,J-004,93.42,1,103
EXP-25727,Laboral,4,J-005,61.37,0,129
EXP-54791,Laboral,5,J-005,50.28,0,136
EXP-71048,Penal,2,J-004,46.86,0,86
EXP-79799,Familiar,4,J-004,24.76,1,74
EXP-52109,Penal,4,J-001,64.7,0,128
EXP-91945,Laboral,4,J-004,64.55,0,128
EXP-70633,Familiar,2,J-001,28.79,0,98
EXP-29161,Laboral,5,J-003,76.02,0,146
EXP-27306,Familiar,2,J-005,38.29,0,93
EXP-91353,Familiar,3,J-002,78.46,1,80
EXP-26900,Familiar,4,J-002,72.91,1,65
EXP-80492,Penal,4,J-001,63.99,0,144
EXP-80746,Laboral,4,J-004,76.48,0,169
EXP-53223,Laboral,1,J-005,56.48,0,84
EXP-22993,Laboral,1,J-001,23.84,1,5
EXP-91026,Penal,5,J-001,28.97,0,161
EXP-36338,Laboral,1,J-005,79.59,0,115
EXP-71930,Familiar,1,J-004,89.28,1,40
EXP-55644,Penal,4,J-004,32.66,0,129
EXP-19643,Penal,3,J-003,90.69,1,78
EXP-11057,Laboral,3,J-003,73.12,0,104
EXP-67307,Familiar,2,J-001,64.81,0,90
EXP-82550,Penal,1,J-001,88.82,0,123
